country_code,city,geonames_id,map_id,status,page_path,last_reviewed,reason,search_query,source_urls
KR,原州市,1833099,south-korea-32020,researched,destinations/韩国/江原特别自治道/原州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=45438;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=192
KR,江陵市,1843136,south-korea-32030,researched,destinations/韩国/江原特别自治道/江陵市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=224461;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=270;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=30419
KR,东海市,1834262,south-korea-32040,researched,destinations/韩国/江原特别自治道/东海市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=1591437;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=33631
KR,太白市,8393711,south-korea-32050,researched,destinations/韩国/江原特别自治道/太白市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=62811;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94977
KR,束草市,1836534,south-korea-32060,researched,destinations/韩国/江原特别自治道/束草市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=485383;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=456028;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=74222
KR,三陟市,8604737,south-korea-32070,researched,destinations/韩国/江原特别自治道/三陟市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=86300;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=97248
KR,清州市,1845599,south-korea-33010,researched,destinations/韩国/忠清北道/清州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=95354;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=251280;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=1591589;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=220
KR,忠州市,1845032,south-korea-33020,researched,destinations/韩国/忠清北道/忠州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=85954;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=191435
KR,堤川市,1846277,south-korea-33030,researched,destinations/韩国/忠清北道/堤川市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=86195;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=184322
KR,天安市,1845757,south-korea-34010,researched,destinations/韩国/忠清南道/天安市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=106450;https://english.visitkorea.or.kr/svc/contents/contentsView.do?dataSetId=120&menuSn=648&vcontsId=217186
KR,公州市,1842615,south-korea-34020,researched,destinations/韩国/忠清南道/公州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110924;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110612;https://english.visitkorea.or.kr/web_book/unesco_eng/index.html
KR,保宁市,1838749,south-korea-34030,researched,destinations/韩国/忠清南道/保宁市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=76763;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=95009
KR,牙山市,1846848,south-korea-34040,researched,destinations/韩国/忠清南道/牙山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110965;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=111771
KR,瑞山市,1835889,south-korea-34050,researched,destinations/韩国/忠清南道/瑞山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94917;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=81180
KR,论山市,1840209,south-korea-34060,researched,destinations/韩国/忠清南道/论山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=95069;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=215640
KR,鸡龙市,8419251,south-korea-34070,researched,destinations/韩国/忠清南道/鸡龙市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://gyeryong.go.kr/tour/html/sub01/0101.html;https://gyeryong.go.kr/tour/html/sub02/0206.html
KR,唐津市,1834884,south-korea-34080,researched,destinations/韩国/忠清南道/唐津市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=104833;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=192616
KR,全州市,1845453,south-korea-35010,researched,destinations/韩国/全北特别自治道/全州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110848;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=200;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=226092
KR,群山市,1842023,south-korea-35020,researched,destinations/韩国/全北特别自治道/群山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=77116;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=174257
KR,益山市,1843663,south-korea-35030,researched,destinations/韩国/全北特别自治道/益山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=104682;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=172555
KR,井邑市,1845501,south-korea-35040,researched,destinations/韩国/全北特别自治道/井邑市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110779;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=97432;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=74158
KR,南原市,1840378,south-korea-35050,researched,destinations/韩国/全北特别自治道/南原市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=104565;https://english.visitkorea.or.kr/svc/contents/rmsCsulView.do?dataSetId=144&menuSn=958&vcontsId=218413;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=178406
KR,金堤市,1842211,south-korea-35060,researched,destinations/韩国/全北特别自治道/金堤市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=103479;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=93836
KR,木浦市,1841063,south-korea-36010,researched,destinations/韩国/全南光州统合特别市/木浦市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=60768;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=289747;https://english.visitkorea.or.kr/svc/contents/contentsView.do?menuSn=607&vcontsId=228603
KR,丽水市,1832757,south-korea-36020,researched,destinations/韩国/全南光州统合特别市/丽水市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=84183;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=93901;https://english.visitkorea.or.kr/svc/contents/contentsView.do?menuSn=607&vcontsId=228603
KR,顺天市,1835646,south-korea-36030,researched,destinations/韩国/全南光州统合特别市/顺天市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/infoHtmlView.do?menuSn=177&vcontsId=137836;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=174456
KR,罗州市,1840535,south-korea-36040,researched,destinations/韩国/全南光州统合特别市/罗州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=62860;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=65851;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=190857
KR,光阳市,1841773,south-korea-36060,researched,destinations/韩国/全南光州统合特别市/光阳市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94308;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=188189;https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=188204
KR,浦项市,1839068,south-korea-37010,researched,destinations/韩国/庆尚北道/浦项市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=34489;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=189490
KR,庆州市,1833276,south-korea-37020,researched,destinations/韩国/庆尚北道/庆州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=534028;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=73618;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=180128
KR,金泉市,8604733,south-korea-37030,researched,destinations/韩国/庆尚北道/金泉市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94392;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94386;https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=189268
KR,安东市,1846980,south-korea-37040,researched,destinations/韩国/庆尚北道/安东市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=111087;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=1590438;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=78141
KR,龟尾市,1842218,south-korea-37050,researched,destinations/韩国/庆尚北道/龟尾市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94407;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=189264
KR,荣州市,1844834,south-korea-37060,researched,destinations/韩国/庆尚北道/荣州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=111132;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=111103
KR,永川市,1832611,south-korea-37070,researched,destinations/韩国/庆尚北道/永川市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=89729;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94565
KR,尚州市,1837700,south-korea-37080,researched,destinations/韩国/庆尚北道/尚州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=80830;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=80781
KR,闻庆市,8604735,south-korea-37090,researched,destinations/韩国/庆尚北道/闻庆市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=174802;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=91079
KR,庆山市,1841596,south-korea-37100,researched,destinations/韩国/庆尚北道/庆山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94435;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=94434
KR,晋州市,1846050,south-korea-38030,researched,destinations/韩国/庆尚南道/晋州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=75199;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=111458;https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=188824;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=231693;https://jinju.museum.go.kr/kor/
KR,统营市,1845017,south-korea-38050,researched,destinations/韩国/庆尚南道/统营市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=79447;https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=461001;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=178999;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=113285
KR,泗川市,8604736,south-korea-38060,researched,destinations/韩国/庆尚南道/泗川市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=188769;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=188759
KR,金海市,1842942,south-korea-38070,researched,destinations/韩国/庆尚南道/金海市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=95722;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=85010;https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=95736
KR,密阳市,1841147,south-korea-38080,researched,destinations/韩国/庆尚南道/密阳市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=88780;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=77668;https://english.visitkorea.or.kr/svc/sp/festivals/contentsView.do?dataSetId=297&menuSn=1040&vcontsId=67241
KR,巨济市,1842752,south-korea-38090,researched,destinations/韩国/庆尚南道/巨济市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=77569;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110618;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=223677
